"Fecha","Abreviatura","Estado","positivos _COVID_19","Poblacion","Muertes_x_ millon","Vuelos","Ingreso_PerCapita","Gasto_Salud_PerCapita","Densidad _Poblacional","Desempleo","Partido","Sin_Salud","desempleo_2019"
"20200417","UT","    Utah ","122","3161105","0.63269","150","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200401","UT","    Utah ","125","3161105","0.63269","318","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200423","TX","    Texas ","875","28701845","0.62714","500","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200420","TX","    Texas ","535","28701845","0.62714","497","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200429","AL","    Alabama ","155","4887871","0.61376","27","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200423","AL","    Alabama ","313","4887871","0.61376","28","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200403","AL","    Alabama ","199","4887871","0.61376","46","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200408","FL","    Florida ","708","21299325","0.61035","238","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200406","CA","    California ","898","39557045","0.60672","522","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200412","TX","    Texas ","923","28701845","0.59230","491","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200401","TX","    Texas ","731","28701845","0.59230","860","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200428","TN","    Tennessee ","134","6318676","0.59084","129","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200423","TN","    Tennessee ","424","6318676","0.59084","132","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200420","TN","    Tennessee ","168","6318676","0.59084","135","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200410","TN","    Tennessee ","228","6318676","0.59084","167","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200428","SC","    South Carolina ","123","5084127","0.59007","30","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200414","VA","    Virginia ","424","8517685","0.58701","129","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200403","VA","    Virginia ","306","8517685","0.58701","172","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200411","NC","    North Carolina ","404","10383620","0.57783","428","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200402","NC","    North Carolina ","273","10383620","0.57783","721","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200420","ID","    Idaho ","4","1754208","0.57006","29","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200419","ID","    Idaho ","13","1754208","0.57006","31","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200411","ID","    Idaho ","43","1754208","0.57006","30","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200404","ID","    Idaho ","122","1754208","0.57006","41","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200413","TX","    Texas ","422","28701845","0.55746","508","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200429","WV","    West Virginia ","16","1805832","0.55376","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200428","WV","    West Virginia ","16","1805832","0.55376","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200415","WV","    West Virginia ","62","1805832","0.55376","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200413","WV","    West Virginia ","15","1805832","0.55376","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200409","WV","    West Virginia ","61","1805832","0.55376","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200406","WV","    West Virginia ","21","1805832","0.55376","12","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200405","WV","    West Virginia ","42","1805832","0.55376","11","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200402","WV","    West Virginia ","26","1805832","0.55376","11","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200427","TX","    Texas ","666","28701845","0.52261","506","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200404","TX","    Texas ","780","28701845","0.52261","760","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200428","NE","    Nebraska.","330","1929268","0.51833","34","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200416","NE","    Nebraska.","51","1929268","0.51833","37","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200414","NE","    Nebraska.","57","1929268","0.51833","37","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200410","NE","    Nebraska.","68","1929268","0.51833","44","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200403","NE","    Nebraska.","33","1929268","0.51833","57","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200402","NE","    Nebraska.","36","1929268","0.51833","57","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200401","NE","    Nebraska.","38","1929268","0.51833","66","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200412","OH","    Ohio ","417","11689442","0.51328","54","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200427","OK","    Oklahoma ","27","3943079","0.50722","37","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200412","OK","    Oklahoma ","102","3943079","0.50722","45","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200407","TX","    Texas ","986","28701845","0.48777","748","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200413","NC","    North Carolina ","296","10383620","0.48153","464","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200404","NC","    North Carolina ","309","10383620","0.48153","661","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200430","OR","    Oregon ","64","4190713","0.47725","71","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200419","OR","    Oregon ","66","4190713","0.47725","72","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200418","OR","    Oregon ","59","4190713","0.47725","57","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200414","OR","    Oregon ","49","4190713","0.47725","77","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200412","NM","    New Mexico ","83","2095428","0.47723","50","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200408","NM","    New Mexico ","108","2095428","0.47723","55","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200406","NM","    New Mexico ","81","2095428","0.47723","57","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200405","NM","    New Mexico ","48","2095428","0.47723","66","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200403","NM","    New Mexico ","40","2095428","0.47723","68","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200402","NM","    New Mexico ","48","2095428","0.47723","69","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200401","NM","    New Mexico ","34","2095428","0.47723","71","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200412","GA","    Georgia ","293","10519475","0.47531","497","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200401","FL","    Florida ","617","21299325","0.46950","414","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200401","CA","    California ","673","39557045","0.45504","626","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200406","TX","    Texas ","464","28701845","0.45293","867","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200427","TN","    Tennessee ","251","6318676","0.44313","128","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200426","TN","    Tennessee ","478","6318676","0.44313","133","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200419","TN","    Tennessee ","308","6318676","0.44313","145","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200418","TN","    Tennessee ","173","6318676","0.44313","103","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200411","TN","    Tennessee ","252","6318676","0.44313","150","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200420","AZ","    Arizona ","135","7171646","0.41831","243","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200402","AZ","    Arizona ","185","7171646","0.41831","531","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200402","TX","    Texas ","672","28701845","0.41809","879","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200418","AL","    Alabama ","125","4887871","0.40918","23","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200412","AL","    Alabama ","334","4887871","0.40918","38","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200405","AL","    Alabama ","216","4887871","0.40918","49","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200417","SC","    South Carolina ","275","5084127","0.39338","31","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200412","SC","    South Carolina ","112","5084127","0.39338","40","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200404","MN","    Minnesota ","76","5611179","0.35643","270","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200406","VA","    Virginia ","241","8517685","0.35221","170","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200426","CO","    Colorado ","712","5695564","0.35115","416","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200424","KS","    Kansas ","295","2911505","0.34346","17","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200501","KS","    Kansas ","211","2911505","0.34346","14","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200429","KS","    Kansas ","247","2911505","0.34346","18","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200426","KS","    Kansas ","118","2911505","0.34346","14","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200412","KS","    Kansas ","69","2911505","0.34346","21","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200405","KS","    Kansas ","49","2911505","0.34346","28","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200401","KS","    Kansas ","54","2911505","0.34346","28","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200427","AR","    Arkansas ","76","3013825","0.33180","24","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200421","AR","    Arkansas ","304","3013825","0.33180","24","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200418","AR","    Arkansas ","44","3013825","0.33180","22","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200411","AR","    Arkansas ","55","3013825","0.33180","24","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200422","AR","    Arkansas ","49","3013825","0.33180","24","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200427","FL","    Florida ","610","21299325","0.32865","148","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200419","IA","    Iowa ","389","3156145","0.31684","29","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200408","IA","    Iowa ","97","3156145","0.31684","33","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200407","IA","    Iowa ","102","3156145","0.31684","32","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200430","UT","    Utah ","177","3161105","0.31635","143","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200423","UT","    Utah ","167","3161105","0.31635","150","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200420","UT","    Utah ","144","3161105","0.31635","150","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200416","UT","    Utah ","141","3161105","0.31635","150","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200415","UT","    Utah ","130","3161105","0.31635","169","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200414","UT","    Utah ","49","3161105","0.31635","168","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200411","UT","    Utah ","104","3161105","0.31635","171","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200404","UT","    Utah ","182","3161105","0.31635","213","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200424","TN","    Tennessee ","460","6318676","0.29542","133","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200403","NC","    North Carolina ","236","10383620","0.28892","716","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200426","OK","    Oklahoma ","60","3943079","0.25361","37","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200419","OK","    Oklahoma ","29","3943079","0.25361","38","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200409","OK","    Oklahoma ","160","3943079","0.25361","45","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200501","OR","    Oregon ","69","4190713","0.23862","74","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200427","OR","    Oregon ","43","4190713","0.23862","73","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200425","OR","    Oregon ","76","4190713","0.23862","57","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200420","OR","    Oregon ","46","4190713","0.23862","73","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200413","OR","    Oregon ","57","4190713","0.23862","87","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200405","OR","    Oregon ","69","4190713","0.23862","141","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200403","OR","    Oregon ","73","4190713","0.23862","152","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200419","SC","    South Carolina ","131","5084127","0.19669","34","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200406","NC","    North Carolina ","285","10383620","0.19261","709","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200401","NC","    North Carolina ","86","10383620","0.19261","725","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200406","MN","    Minnesota ","51","5611179","0.17822","288","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200402","MN","    Minnesota ","53","5611179","0.17822","291","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200426","MO","    Missouri ","171","6126452","0.16323","135","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200420","MO","    Missouri ","140","6126452","0.16323","131","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200419","MO","    Missouri ","150","6126452","0.16323","135","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200412","MO","    Missouri ","136","6126452","0.16323","160","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200402","MO","    Missouri ","253","6126452","0.16323","204","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200417","TN","    Tennessee ","327","6318676","0.14771","133","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200405","TN","    Tennessee ","312","6318676","0.14771","232","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200401","TN","    Tennessee ","444","6318676","0.14771","234","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200406","AZ","    Arizona ","187","7171646","0.13944","507","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200405","VA","    Virginia ","230","8517685","0.11740","169","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200412","NC","    North Carolina ","208","10383620","0.09631","443","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200501","AK","    Alaska ","9","737438","0.00000","38","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200501","HI","    Hawaii ","5","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200501","MT","    Montana ","0","5611179","0.00000","6","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200501","UT","    Utah ","156","3161105","0.00000","148","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200501","WY","    Wyoming ","15","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200430","AK","    Alaska ","0","737438","0.00000","35","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200430","HI","    Hawaii ","4","1420491","0.00000","62","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200430","ID","    Idaho ","32","1754208","0.00000","27","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200430","MT","    Montana ","2","5611179","0.00000","5","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200430","ND","    North Dakota ","34","760077","0.00000","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200430","TN","    Tennessee ","0","6318676","0.00000","124","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200430","TX","    Texas ","0","28701845","0.00000","492","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200430","WY","    Wyoming ","8","577737","0.00000","2","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200429","AK","    Alaska ","4","737438","0.00000","33","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200429","HI","    Hawaii ","2","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200429","ND","    North Dakota ","42","760077","0.00000","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200429","NE","    Nebraska.","16","1929268","0.00000","35","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200429","NH","    New Hampshire ","72","1356458","0.00000","21","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200429","UT","    Utah ","152","3161105","0.00000","148","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200429","VT","    Vermont ","0","626299","0.00000","13","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200429","WY","    Wyoming ","147","577737","0.00000","2","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200428","AK","    Alaska ","6","737438","0.00000","35","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200428","ME","    Maine ","17","1338404","0.00000","67","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200428","ND","    North Dakota ","49","760077","0.00000","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200428","NH","    New Hampshire ","74","1356458","0.00000","20","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200428","OR","    Oregon ","0","4190713","0.00000","67","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200428","SD","    South Dakota ","68","882235","0.00000","13","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200428","VT","    Vermont ","7","626299","0.00000","10","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200428","WY","    Wyoming ","19","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200427","AK","    Alaska ","4","737438","0.00000","35","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200427","AZ","    Arizona ","190","7171646","0.00000","249","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200427","HI","    Hawaii ","3","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200427","ID","    Idaho ","10","1754208","0.00000","27","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200427","LA","    Louisiana ","295","4659978","0.00000","76","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200427","MT","    Montana ","1","5611179","0.00000","7","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200427","NH","    New Hampshire ","77","1356458","0.00000","19","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200427","NV","    Nevada ","88","3034392","0.00000","180","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200427","SC","    South Carolina ","0","5084127","0.00000","30","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200427","SD","    South Dakota ","33","882235","0.00000","12","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200427","UT","    Utah ","110","3161105","0.00000","135","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200427","WY","    Wyoming ","8","577737","0.00000","4","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200426","AK","    Alaska ","2","737438","0.00000","19","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200426","ME","    Maine ","25","1338404","0.00000","71","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200426","MT","    Montana ","3","5611179","0.00000","6","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200426","UT","    Utah ","175","3161105","0.00000","137","48961","80","14.85347","0.036","Republicano","0.090","0.03"
"20200426","VT","    Vermont ","8","626299","0.00000","11","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200426","WY","    Wyoming ","13","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200425","AK","    Alaska ","0","737438","0.00000","15","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200425","AZ","    Arizona ","235","7171646","0.00000","220","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200425","ID","    Idaho ","34","1754208","0.00000","23","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200425","MA","    Massachusetts ","2379","6902149","0.00000","121","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200425","MT","    Montana ","1","5611179","0.00000","7","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200425","SD","    South Dakota ","107","882235","0.00000","11","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200425","WV","    West Virginia ","32","1805832","0.00000","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200425","WY","    Wyoming ","0","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200424","AK","    Alaska ","2","737438","0.00000","36","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200424","AL","    Alabama ","54","4887871","0.00000","27","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200424","AR","    Arkansas ","276","3013825","0.00000","25","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200424","HI","    Hawaii ","4","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200424","ID","    Idaho ","34","1754208","0.00000","27","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200424","MT","    Montana ","2","5611179","0.00000","8","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200424","ND","    North Dakota ","39","760077","0.00000","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200424","SC","    South Carolina ","0","5084127","0.00000","33","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200424","WY","    Wyoming ","23","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200423","AK","    Alaska ","2","737438","0.00000","36","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200423","HI","    Hawaii ","10","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200423","MT","    Montana ","3","5611179","0.00000","8","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200422","AK","    Alaska ","6","737438","0.00000","35","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200422","NH","    New Hampshire ","0","1356458","0.00000","20","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200422","OR","    Oregon ","57","4190713","0.00000","68","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200422","SD","    South Dakota ","103","882235","0.00000","13","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200422","VT","    Vermont ","5","626299","0.00000","12","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200422","WV","    West Virginia ","25","1805832","0.00000","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200422","WY","    Wyoming ","2","577737","0.00000","2","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200421","AK","    Alaska ","8","737438","0.00000","34","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200421","HI","    Hawaii ","4","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200421","ND","    North Dakota ","17","760077","0.00000","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200420","AK","    Alaska ","2","737438","0.00000","34","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200420","MT","    Montana ","0","5611179","0.00000","8","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200420","NE","    Nebraska.","187","1929268","0.00000","38","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200420","SC","    South Carolina ","0","5084127","0.00000","34","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200420","SD","    South Dakota ","50","882235","0.00000","14","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200420","VT","    Vermont ","4","626299","0.00000","11","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200420","WY","    Wyoming ","4","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200419","AK","    Alaska ","5","737438","0.00000","18","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200419","HI","    Hawaii ","21","1420491","0.00000","61","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200419","MT","    Montana ","7","5611179","0.00000","9","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200419","SD","    South Dakota ","93","882235","0.00000","15","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200419","VT","    Vermont ","9","626299","0.00000","11","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200419","WY","    Wyoming ","4","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200418","AK","    Alaska ","5","737438","0.00000","14","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200418","CT","    Connecticut ","0","3572665","0.00000","32","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200418","DE","    Delaware ","0","967171","0.00000","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200418","HI","    Hawaii ","12","1420491","0.00000","62","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200418","ND","    North Dakota ","89","760077","0.00000","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200418","NE","    Nebraska.","72","1929268","0.00000","34","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200418","NH","    New Hampshire ","0","1356458","0.00000","18","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200418","SD","    South Dakota ","131","882235","0.00000","11","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200418","WY","    Wyoming ","9","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200417","AK","    Alaska ","9","737438","0.00000","36","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200417","AR","    Arkansas ","75","3013825","0.00000","24","45345","108","22.36273","0.048","Republicano","0.080","0.047"
"20200417","HI","    Hawaii ","11","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200417","ID","    Idaho ","22","1754208","0.00000","29","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200417","ND","    North Dakota ","46","760077","0.00000","4","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200417","SD","    South Dakota ","100","882235","0.00000","14","54842","113","4.49318","0.033","Republicano","0.090","0.036"
"20200417","VT","    Vermont ","11","626299","0.00000","11","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200417","WV","    West Virginia ","15","1805832","0.00000","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200417","WY","    Wyoming ","0","577737","0.00000","3","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200416","AK","    Alaska ","7","737438","0.00000","37","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200416","HI","    Hawaii ","13","1420491","0.00000","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200416","MT","    Montana ","11","5611179","0.00000","8","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200416","ND","    North Dakota ","28","760077","0.00000","6","58246","113","4.25309","0.022","Republicano","0.080","0.041"
"20200416","NH","    New Hampshire ","0","1356458","0.00000","21","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200416","NM","    New Mexico ","77","2095428","0.00000","46","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200416","SC","    South Carolina ","0","5084127","0.00000","32","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200416","WY","    Wyoming ","9","577737","0.00000","2","63899","112","2.29744","0.037","Republicano","0.120","0.039"
